"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Ethnicity","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","age","vac_hes","child","news_opposite","new_ethnicity","new_region","origin_binomial","new_back_normal","new_finance_plan"
"940",958,1,1,1,1,1,1,1,4,4,4,5,5,4,2,4,2,3,5,3,5,5,7,95,2,3,2,1,2,1,1,2,4,3,1,1,1,1,1,1,1,10,1,1,4,3,41,2,1,12,4,1,5,2,1,90,1,4.33333333333333,2.66666666666667,4.2,1.66666666666667,1,"Male","ug","natural",57,1,"no",4,"white","south",1,"6to12months",7
"941",959,2,1,1,2,2,1,1,4,4,4,5,3,5,4,4,2,4,3,2,3,4,6,96,1,3,2,2,3,2,3,1,3,4,4,3,3,3,2,4,3,80,1,3,0,2,46,1,1,12,5,1,5,1,3,70,1.42857142857143,4.16666666666667,3.33333333333333,3.2,2.5,3.16666666666667,"Female","pg","not_sure",62,1,"yes",5,"white","south",0,"other",6
"942",960,2,1,1,3,4,2,1,5,5,5,3,4,2,1,1,1,6,6,5,6,5,2,100,2,3,2,2,1,1,1,2,3,3,4,4,4,4,3,4,2,51,1,1,5,3,47,1,1,12,3,11,0,1,3,90,2,4,1,5.6,1.66666666666667,3.83333333333333,"Female","below_ug","natural",63,1,"yes",4,"other","south",1,"more12months",2
"943",961,1,1,2,1,1,1,1,4,4,2,4,4,2,2,2,1,5,5,4,5,4,4,70,2,2,1,2,2,1,2,2,3,4,4,4,4,4,1,3,2,50,1,1,5,4,40,1,1,10,3,11,5,1,3,75,1.14285714285714,3.33333333333333,1.66666666666667,4.6,1.66666666666667,3.33333333333333,"Female","below_ug","natural",56,1,"yes",3,"white","south",1,"more12months",4
"944",962,1,1,1,3,1,2,2,2,2,2,1,3,4,1,1,3,6,1,2,4,3,3,30,2,3,1,4,2,1,1,1,4,4,1,1,1,2,1,1,1,65,1,1,0,5,6,2,1,11,4,1,5,2,3,50,1.57142857142857,2.33333333333333,1.66666666666667,3.2,2,1.16666666666667,"Male","ug","natural",22,1,"no",2,"white","south",1,"other",3
"945",963,1,1,1,2,1,2,1,2,2,2,1,3,4,1,2,5,3,2,6,4,1,2,50,2,3,1,1,1,1,2,1,2,4,4,4,3,4,1,4,1,50,1,3,5,1,48,1,1,10,3,1,5,1,1,80,1.28571428571429,2.33333333333333,2.66666666666667,3.2,1.5,3.33333333333333,"Female","below_ug","not_sure",64,1,"yes",6,"white","south",0,"more12months",2
"946",964,2,2,3,1,1,2,3,4,5,4,3,4,4,4,4,1,5,5,3,5,6,2,25,2,4,3,4,4,2,3,3,3,3,4,3,4,4,1,4,2,52,1,2,5,4,24,2,142,12,4,16,1,1,3,40,2,4,3,4.8,3.33333333333333,3.33333333333333,"Male","ug","artificial",40,1,"yes",3,"other","south",0,"more12months",2
"947",966,1,2,2,2,2,2,2,2,3,3,3,4,5,4,5,4,3,2,2,4,2,7,80,2,4,4,4,2,3,4,1,3,4,1,1,1,4,1,1,2,50.5278048780488,3,2,5,3,43,1,1,12,3,7,5,1,1,80,1.85714285714286,3.33333333333333,4.33333333333333,2.6,3.5,1.5,"Female","below_ug","artificial",59,0,"yes",4,"white","south",0,"more12months",7
"948",967,3,3,3,3,4,1,3,4,2,4,2,4,4,4,4,2,4,4,4,5,4,6,65,2,4,4,1,4,4,4,2,4,4,2,2,1,4,1,2,2,26,1,3,5,4,41,1,1,10,5,1,5,1,3,74,2.85714285714286,3.33333333333333,3.33333333333333,4.2,3.5,2,"Female","pg","not_sure",57,1,"yes",3,"white","south",0,"more12months",6
"949",968,2,2,2,2,2,3,2,3,3,3,3,4,4,5,5,4,3,3,1,2,4,8,52,1,4,3,2,3,2,3,1,2,4,3,2,2,4,1,2,3,51,1,1,5,4,14,1,1,10,5,1,5,2,2,17,2.14285714285714,3.33333333333333,4.66666666666667,2.6,2.83333333333333,2.33333333333333,"Female","pg","natural",30,1,"no",3,"white","south",1,"more12months",0
"950",969,2,2,2,2,1,2,2,4,4,2,3,4,4,2,3,1,4,5,4,5,4,3,90,1,4,3,3,3,3,3,2,3,4,1,1,1,2,1,1,1,50,1,1,3,3,29,1,1,9,5,1,5,2,3,71,1.85714285714286,3.5,2,4.4,3.16666666666667,1.16666666666667,"Female","pg","natural",45,1,"no",4,"white","south",1,"less6months",3
"951",970,2,2,2,2,1,2,2,4,2,3,3,2,5,4,5,2,4,4,1,4,3,5,35,1,4,1,4,2,4,1,2,3,4,4,4,4,4,2,4,1,5,1,1,4,4,20,2,1,9,4,1,5,1,3,40,1.85714285714286,3.16666666666667,3.66666666666667,3.2,2.66666666666667,3.66666666666667,"Male","ug","natural",36,1,"yes",3,"white","south",1,"6to12months",5
"952",971,3,2,2,1,2,4,2,2,2,3,2,3,4,4,4,4,3,3,2,5,4,8,40,1,4,4,3,3,4,2,2,1,4,4,2,4,4,1,4,2,50,1,1,5,1,14,1,1,6,4,1,5,2,3,16,2.28571428571429,2.66666666666667,4,3.4,3.33333333333333,3.16666666666667,"Female","ug","natural",30,1,"no",6,"white","north",1,"more12months",0
"953",972,2,2,2,2,1,1,1,3,5,5,3,5,4,2,2,2,5,5,4,5,5,4,25,1,2,4,1,4,3,3,1,2,4,4,4,4,4,1,4,2,50,1,1,5,3,42,2,1,9,3,1,5,2,1,75,1.57142857142857,4.16666666666667,2,4.8,2.83333333333333,3.5,"Male","below_ug","natural",58,1,"no",4,"white","south",1,"more12months",4
"954",973,2,2,2,4,1,2,1,4,3,4,3,4,4,4,4,2,5,5,2,5,4,1,2,1,4,3,2,3,4,4,1,2,4,4,4,4,4,4,4,4,85,1,1,0,2,24,1,1,6,4,1,5,2,3,10,2,3.66666666666667,3.33333333333333,4.2,3.33333333333333,4,"Female","ug","natural",40,1,"no",5,"white","north",1,"other",1
"955",974,1,1,1,1,1,1,1,4,4,5,3,4,4,2,2,2,4,4,5,5,4,6,90,2,4,2,1,3,2,1,2,3,4,4,4,4,4,1,4,1,67,1,1,5,3,43,2,1,9,4,1,5,1,3,75,1,4,2,4.4,2.16666666666667,3.5,"Male","ug","natural",59,1,"yes",4,"white","south",1,"more12months",6
"956",975,2,1,2,2,4,2,1,2,4,2,3,4,4,3,5,2,3,4,5,4,3,5,98,2,2,2,2,2,2,1,1,2,3,4,2,1,2,1,1,1,16,3,1,5,4,19,1,1,11,5,1,5,2,1,69,2,3.16666666666667,3.33333333333333,3.8,1.83333333333333,1.83333333333333,"Female","pg","natural",35,0,"no",3,"white","south",1,"more12months",5
"957",976,3,1,1,4,4,3,1,2,2,2,2,2,4,2,4,2,4,4,3,5,4,5,75,2,2,3,3,2,3,2,1,3,3,1,1,1,3,1,1,2,50,1,1,5,3,32,1,1,10,4,1,5,1,3,85,2.42857142857143,2.33333333333333,2.66666666666667,4,2.5,1.33333333333333,"Female","ug","natural",48,1,"yes",4,"white","south",1,"more12months",5
"958",977,2,1,2,4,1,4,1,5,5,4,4,4,5,3,4,4,3,2,2,4,2,6,61,1,4,2,1,3,2,1,2,4,4,4,3,3,4,3,4,1,5,1,1,4,4,25,2,1,7,4,1,5,1,3,81,2.14285714285714,4.5,3.66666666666667,2.6,2.16666666666667,3.5,"Male","ug","natural",41,1,"yes",3,"white","midlands",1,"6to12months",6
"959",978,2,2,2,2,1,1,2,5,5,5,4,4,5,1,2,1,5,4,3,4,4,3,32,2,3,2,4,1,2,2,1,3,4,4,4,4,4,1,3,2,15,1,1,5,4,41,2,1,3,5,1,5,2,1,20,1.71428571428571,4.66666666666667,1.33333333333333,4,2.33333333333333,3.33333333333333,"Male","pg","natural",57,1,"no",3,"white","non_England",1,"more12months",3
"960",979,1,1,1,2,1,1,1,4,4,3,4,4,5,3,4,2,5,4,5,4,4,3,37,1,2,1,2,3,1,1,2,2,4,4,4,3,4,1,3,3,20,1,1,4,4,34,2,1,1,5,1,5,1,3,31,1.14285714285714,4,3,4.4,1.66666666666667,3.16666666666667,"Male","pg","natural",50,1,"yes",3,"white","non_England",1,"6to12months",3
"961",980,2,2,2,2,2,2,2,4,4,2,4,4,4,2,5,2,5,5,3,4,3,6,75,2,3,3,1,2,3,2,1,3,4,1,2,1,2,1,2,2,50,1,1,5,4,20,1,1,11,4,7,5,2,3,70,2,3.66666666666667,3,4,2.33333333333333,1.5,"Female","ug","natural",36,1,"no",3,"white","south",1,"more12months",6
"962",981,4,3,3,3,3,3,3,5,5,5,3,3,5,4,5,3,5,4,2,4,3,5,37,1,4,4,2,1,4,4,1,2,4,2,2,3,3,1,3,1,26,1,3,5,4,33,1,1,5,5,1,5,1,1,24,3.14285714285714,4.33333333333333,4,3.6,3.16666666666667,2.33333333333333,"Female","pg","not_sure",49,1,"yes",3,"white","north",0,"more12months",5
"963",982,3,2,4,2,3,3,2,5,4,4,4,4,4,5,5,2,3,2,4,3,3,5,75,1,3,3,2,1,3,3,2,1,2,1,2,1,2,1,1,1,25,3,1,3,3,19,1,1,11,5,1,5,2,3,90,2.71428571428571,4.16666666666667,4,3,2.5,1.33333333333333,"Female","pg","natural",35,0,"no",4,"white","south",1,"less6months",5
"964",983,1,1,1,1,1,1,1,4,2,4,2,2,4,4,4,3,4,4,5,6,4,7,75,2,2,2,1,3,1,1,1,2,3,1,2,1,2,1,1,2,40,1,1,5,2,37,2,1,12,4,1,5,2,3,90,1,3,3.66666666666667,4.6,1.66666666666667,1.33333333333333,"Male","ug","natural",53,1,"no",5,"white","south",1,"more12months",7
"965",984,3,2,2,2,2,4,4,5,5,5,5,5,5,5,5,5,6,6,4,6,6,5,80,1,2,2,2,2,3,2,2,4,3,1,1,1,1,1,1,1,90,1,1,5,4,19,1,1,12,5,1,5,1,3,80,2.71428571428571,5,5,5.6,2.16666666666667,1,"Female","pg","natural",35,1,"yes",3,"white","south",1,"more12months",5
"966",985,2,2,1,2,2,3,2,5,5,4,4,4,5,4,4,1,3,2,3,4,3,4,80,2,2,2,1,3,1,1,2,3,3,4,3,4,4,1,4,4,25,1,1,4,3,29,2,1,6,3,1,5,1,3,45,2,4.5,3,3,1.66666666666667,3.33333333333333,"Male","below_ug","natural",45,1,"yes",4,"white","north",1,"6to12months",4
"967",986,1,1,1,1,1,1,1,5,5,5,1,2,2,1,1,1,6,6,6,6,6,6,85,2,1,1,1,1,1,1,3,2,1,4,4,1,4,1,3,3,51,1,1,4,5,34,2,1,2,5,1,5,1,3,74,1,3.33333333333333,1,6,1,2.83333333333333,"Male","pg","natural",50,1,"yes",2,"white","non_England",1,"6to12months",6
"968",987,3,3,4,2,3,2,4,2,4,2,4,2,3,4,5,5,2,3,2,3,3,5,70,1,4,2,4,3,3,3,1,2,3,3,1,2,1,1,1,2,60,1,1,5,2,8,1,1,9,5,1,5,2,3,30,3,2.83333333333333,4.66666666666667,2.6,3.16666666666667,1.5,"Female","pg","natural",24,1,"no",5,"white","south",1,"more12months",5
"969",988,2,2,1,2,1,1,2,2,4,2,3,2,4,1,2,2,4,4,5,5,4,8,75,2,2,1,1,2,2,1,3,3,3,1,1,1,1,1,1,1,65,1,1,5,3,30,2,1,8,3,1,5,2,1,100,1.57142857142857,2.83333333333333,1.66666666666667,4.4,1.5,1,"Male","below_ug","natural",46,1,"no",4,"white","midlands",1,"more12months",0
"970",989,4,3,4,4,4,2,4,3,2,1,3,4,2,2,5,5,5,3,3,4,2,2,50,1,4,4,4,4,4,3,2,3,3,3,3,3,4,1,3,1,50,1,1,5,3,13,1,1,12,4,1,5,2,2,30,3.57142857142857,2.5,4,3.4,3.83333333333333,2.83333333333333,"Female","ug","natural",29,1,"no",4,"white","south",1,"more12months",2
"971",990,1,1,1,1,1,1,1,3,2,2,2,4,3,3,2,1,5,5,6,5,5,3,75,2,3,2,2,3,1,2,2,3,3,4,4,4,4,1,4,1,50,1,1,4,4,40,1,1,10,3,1,5,1,3,80,1,2.66666666666667,2,5.2,2.16666666666667,3.5,"Female","below_ug","natural",56,1,"yes",3,"white","south",1,"6to12months",3
"972",991,2,1,1,2,1,2,1,3,3,3,4,4,4,3,4,3,4,4,6,4,4,6,50,2,2,2,2,2,2,2,1,2,4,2,2,3,2,1,2,1,60,1,1,5,3,38,2,1,12,4,1,5,1,3,75,1.42857142857143,3.5,3.33333333333333,4.4,2,2,"Male","ug","natural",54,1,"yes",4,"white","south",1,"more12months",6
"973",992,2,1,2,2,1,2,1,3,4,3,3,2,4,2,2,4,4,4,3,5,5,5,50,1,4,4,1,3,2,2,1,3,4,2,2,1,4,1,3,3,40,1,1,4,3,32,1,1,10,5,1,5,1,3,70,1.57142857142857,3.16666666666667,2.66666666666667,4.2,2.66666666666667,2.16666666666667,"Female","pg","natural",48,1,"yes",4,"white","south",1,"6to12months",5
"974",993,1,1,1,1,1,1,1,5,5,5,4,3,4,2,2,2,6,6,5,6,6,6,99,2,2,1,1,1,1,1,2,4,3,4,4,4,4,1,4,1,25,1,1,5,3,44,2,1,9,3,1,5,1,3,100,1,4.33333333333333,2,5.8,1.16666666666667,3.5,"Male","below_ug","natural",60,1,"yes",4,"white","south",1,"more12months",6
"975",994,2,2,3,3,2,2,2,5,5,4,4,4,5,4,4,4,3,3,3,4,3,7,95,2,3,2,3,2,2,3,1,2,3,2,2,2,2,1,2,2,58,1,1,5,2,35,1,1,10,4,1,5,1,3,70,2.28571428571429,4.5,4,3.2,2.5,1.83333333333333,"Female","ug","natural",51,1,"yes",5,"white","south",1,"more12months",7
"976",995,4,2,2,4,2,2,3,2,2,2,2,2,4,2,5,4,2,2,2,5,3,8,15,1,3,3,1,3,4,3,1,2,4,4,3,2,4,1,4,1,53,1,1,5,4,39,2,1,9,3,1,5,1,3,70,2.71428571428571,2.33333333333333,3.66666666666667,2.8,2.83333333333333,3,"Male","below_ug","natural",55,1,"yes",3,"white","south",1,"more12months",0
"977",996,1,1,1,1,1,1,1,1,4,2,1,4,4,1,5,2,5,3,2,5,3,2,85,1,4,1,1,1,1,2,2,2,4,3,1,4,1,1,4,2,50.5278048780488,1,1,2,5,2,1,1,7,3,1,5,2,3,100,1,2.66666666666667,2.66666666666667,3.6,1.66666666666667,2.33333333333333,"Female","below_ug","natural",18,1,"no",2,"white","midlands",1,"less6months",2
"978",998,4,4,4,3,3,2,4,5,4,4,4,4,5,4,5,2,5,6,1,5,6,8,74,1,4,3,4,4,4,3,1,3,4,2,1,2,4,1,2,2,48,1,1,0,2,16,1,1,11,5,1,5,2,2,30,3.42857142857143,4.33333333333333,3.66666666666667,4.6,3.66666666666667,2,"Female","pg","natural",32,1,"no",5,"white","south",1,"other",0
"979",999,2,2,2,2,2,2,1,3,4,2,3,4,4,4,4,2,3,3,3,3,3,7,70,1,2,2,2,2,2,3,1,3,3,1,1,1,2,1,1,2,10,1,1,0,3,46,2,1,6,4,1,5,2,1,79,1.85714285714286,3.33333333333333,3.33333333333333,3,2.16666666666667,1.16666666666667,"Male","ug","natural",62,1,"no",4,"white","north",1,"other",7
"980",1000,1,2,1,1,1,2,4,5,5,3,4,5,5,3,1,4,6,4,5,6,5,3,100,2,3,2,4,2,2,2,1,2,4,4,4,4,4,4,4,1,50,3,3,0,3,47,1,1,10,3,1,5,1,3,50,1.71428571428571,4.5,2.66666666666667,5.2,2.5,4,"Female","below_ug","not_sure",63,0,"yes",4,"white","south",0,"other",3
"981",1001,3,2,2,4,2,3,4,5,2,5,4,4,5,5,5,5,2,2,2,3,2,1,94,1,4,4,4,3,4,4,2,2,5,4,4,4,3,4,4,3,60,3,3,5,5,14,1,1,10,4,1,5,1,3,34,2.85714285714286,4.16666666666667,5,2.2,3.83333333333333,3.83333333333333,"Female","ug","not_sure",30,0,"yes",2,"white","south",0,"more12months",1
"982",1002,2,2,2,3,2,2,3,2,2,2,3,3,4,4,5,5,3,3,2,5,2,2,69,1,4,2,1,4,3,4,3,3,4,3,4,3,4,1,4,2,37,1,1,4,4,23,1,1,9,5,1,5,1,3,91,2.28571428571429,2.66666666666667,4.66666666666667,3,3,3.16666666666667,"Female","pg","natural",39,1,"yes",3,"white","south",1,"6to12months",2
"983",1003,4,4,4,4,4,4,2,4,4,4,5,5,5,5,5,1,4,4,1,1,5,4,100,1,4,2,4,3,4,3,1,2,3,4,4,4,4,1,4,1,50.5278048780488,1,1,4,2,19,1,1,10,5,1,5,2,3,22,3.71428571428571,4.5,3.66666666666667,3,3.33333333333333,3.5,"Female","pg","natural",35,1,"no",5,"white","south",1,"6to12months",4
"984",1004,2,2,2,1,1,3,1,4,4,4,4,4,4,3,4,4,4,3,3,4,3,5,90,1,3,2,1,3,2,4,1,2,4,2,1,2,3,1,2,2,50,1,1,5,2,14,1,1,12,5,1,5,2,3,90,1.71428571428571,4,3.66666666666667,3.4,2.5,1.83333333333333,"Female","pg","natural",30,1,"no",5,"white","south",1,"more12months",5
"985",1005,2,2,1,2,1,2,1,3,4,3,4,4,4,1,2,1,3,3,3,4,3,5,73,2,3,1,2,4,2,3,2,3,3,1,1,1,2,1,1,1,31,1,1,4,3,25,1,1,12,4,1,0,1,3,59,1.57142857142857,3.66666666666667,1.33333333333333,3.2,2.5,1.16666666666667,"Female","ug","natural",41,1,"yes",4,"other","south",1,"6to12months",5
"986",1006,2,1,3,3,1,2,1,4,4,4,3,4,4,2,4,2,4,3,3,4,4,3,75,2,3,2,4,2,2,2,1,3,4,4,4,3,4,2,4,3,50,1,3,5,3,38,1,1,2,5,1,0,1,3,50,1.85714285714286,3.83333333333333,2.66666666666667,3.6,2.5,3.5,"Female","pg","not_sure",54,1,"yes",4,"other","non_England",0,"more12months",3
"987",1007,2,1,2,2,1,1,1,2,2,2,2,4,5,4,5,5,2,3,2,5,2,2,90,1,3,1,1,3,3,1,1,3,3,1,1,1,3,1,1,1,50.5278048780488,1,1,5,2,11,2,1,12,4,1,5,2,2,90,1.42857142857143,2.83333333333333,4.66666666666667,2.8,2,1.33333333333333,"Male","ug","natural",27,1,"no",5,"white","south",1,"more12months",2
"988",1008,2,1,2,2,2,3,2,3,2,2,2,2,4,4,5,4,4,4,3,4,3,3,90,1,3,3,2,4,3,3,1,2,4,2,2,2,3,1,2,1,33,1,1,5,2,43,2,1,9,4,1,5,2,3,69,2,2.5,4.33333333333333,3.6,3,2,"Male","ug","natural",59,1,"no",5,"white","south",1,"more12months",3
"989",1009,2,2,2,2,2,2,2,4,4,5,2,4,3,2,5,3,4,5,2,6,3,3,85,1,2,1,4,1,2,2,3,3,3,1,1,1,4,1,1,1,15,1,1,4,2,12,1,1,12,4,1,5,2,3,41,2,3.66666666666667,3.33333333333333,4,2,1.5,"Female","ug","natural",28,1,"no",5,"white","south",1,"6to12months",3
"990",1010,2,1,1,1,1,2,1,4,4,4,4,4,4,3,4,2,3,3,3,4,3,5,50,1,4,2,1,3,2,2,2,3,4,2,3,2,3,1,3,1,50,1,1,5,5,14,2,1,9,4,1,5,2,3,90,1.28571428571429,4,3,3.2,2.33333333333333,2.33333333333333,"Male","ug","natural",30,1,"no",2,"white","south",1,"more12months",5
"991",1011,4,2,1,1,3,2,2,4,4,2,2,4,4,5,5,4,5,4,5,5,5,8,40,1,3,4,1,3,3,2,1,3,4,3,1,1,3,1,4,1,50.5278048780488,1,1,4,5,9,2,1,10,4,1,5,2,3,75,2.14285714285714,3.33333333333333,4.66666666666667,4.8,2.66666666666667,2.16666666666667,"Male","ug","natural",25,1,"no",2,"white","south",1,"6to12months",0
"992",1012,1,1,1,1,1,2,1,2,2,2,2,1,4,1,5,4,5,5,3,5,5,4,61,2,4,2,3,3,2,2,2,3,3,4,4,3,4,1,4,1,40,1,1,5,4,39,1,1,11,3,1,5,1,3,90,1.14285714285714,2.16666666666667,3.33333333333333,4.6,2.66666666666667,3.33333333333333,"Female","below_ug","natural",55,1,"yes",3,"white","south",1,"more12months",4
"993",1013,1,1,2,2,2,2,2,4,3,3,3,4,4,2,3,1,5,4,5,6,5,1,100,2,4,1,1,2,1,1,4,2,3,4,4,3,4,2,4,1,50,1,2,5,4,11,1,1,8,3,1,5,1,3,75,1.71428571428571,3.5,2,5,1.66666666666667,3.5,"Female","below_ug","artificial",27,1,"yes",3,"white","midlands",0,"more12months",1
"994",1014,2,2,1,1,2,1,2,5,5,5,5,4,5,4,5,2,4,5,3,4,4,4,90,2,3,1,1,2,3,2,1,3,3,3,3,3,3,1,3,1,65,1,3,5,2,13,1,1,10,4,1,5,2,3,70,1.57142857142857,4.83333333333333,3.66666666666667,4,2,2.66666666666667,"Female","ug","not_sure",29,1,"no",5,"white","south",0,"more12months",4
"995",1015,1,1,1,1,1,2,1,5,4,5,2,4,4,4,4,4,2,2,3,2,2,4,33,2,3,2,3,3,1,1,1,3,3,4,4,3,4,1,3,4,85,1,1,5,1,22,2,1,10,5,1,5,2,3,65,1.14285714285714,4,4,2.2,2.16666666666667,3.16666666666667,"Male","pg","natural",38,1,"no",6,"white","south",1,"more12months",4
"996",1016,2,2,2,2,2,2,2,4,4,4,2,4,4,2,2,2,3,2,5,5,2,3,76,1,3,2,4,2,2,2,1,2,4,4,4,4,4,2,4,1,75,1,3,5,3,24,1,1,11,5,1,5,1,3,29,2,3.66666666666667,2,3.4,2.5,3.66666666666667,"Female","pg","not_sure",40,1,"yes",4,"white","south",0,"more12months",3
"997",1017,2,2,3,2,1,2,1,5,5,4,5,4,5,4,4,2,3,4,3,2,3,6,66,1,4,2,2,3,3,3,1,2,4,3,2,3,4,1,4,2,2,3,3,4,2,13,1,1,5,5,1,5,2,3,90,1.85714285714286,4.66666666666667,3.33333333333333,3,2.83333333333333,2.83333333333333,"Female","pg","not_sure",29,0,"no",5,"white","north",0,"6to12months",6
"998",1018,3,4,4,4,3,3,4,3,1,2,3,4,3,5,5,5,1,1,1,1,1,5,65,1,4,1,3,4,4,2,1,1,4,4,4,4,4,3,3,2,80,1,1,5,5,7,1,146,12,4,0,5,2,1,60,3.57142857142857,2.66666666666667,5,1,3,3.66666666666667,"Female","ug","natural",23,1,"no",2,"white","south",1,"more12months",5
"999",1019,1,1,2,2,2,2,1,5,5,5,3,3,5,5,4,2,3,6,3,4,4,3,90,1,2,1,1,2,2,2,4,3,4,4,3,4,4,1,4,1,40,3,3,0,5,18,1,1,11,3,1,5,2,3,95,1.57142857142857,4.33333333333333,3.66666666666667,4,1.66666666666667,3.33333333333333,"Female","below_ug","not_sure",34,0,"no",2,"white","south",0,"other",3
"1000",1020,4,4,4,4,2,2,4,5,4,4,4,4,5,4,4,2,4,5,3,5,3,3,85,2,4,3,4,4,3,3,1,2,4,4,1,3,4,1,3,2,30,1,1,5,2,21,1,1,5,5,1,5,2,3,70,3.42857142857143,4.33333333333333,3.33333333333333,4,3.5,2.66666666666667,"Female","pg","natural",37,1,"no",5,"white","north",1,"more12months",3
"1001",1021,1,1,1,1,1,1,1,2,2,2,3,2,4,2,3,4,3,3,4,4,3,1,85,1,1,1,2,2,1,2,2,2,4,2,4,2,4,1,2,2,50,1,2,5,5,34,1,1,11,4,1,5,2,3,73,1,2.5,3,3.4,1.5,2.5,"Female","ug","artificial",50,1,"no",2,"white","south",0,"more12months",1
"1002",1022,2,1,2,1,2,2,1,1,4,2,4,5,5,2,2,2,5,6,3,5,3,2,74.8669131238447,2,1,3,2,2,1,3,3,3,3,4,2,3,2,1,3,1,60,1,1,5,5,8,1,1,12,5,5,0,2,2,75,1.57142857142857,3.5,2,4.4,2,2.5,"Female","pg","natural",24,1,"no",2,"other","south",1,"more12months",2
"1003",1023,2,2,2,2,2,2,1,4,4,4,3,4,5,1,2,2,4,4,3,5,4,5,85,1,2,1,1,2,1,1,1,2,4,1,1,1,1,1,1,1,92,1,3,5,4,12,2,1,11,4,1,5,2,1,90,1.85714285714286,4,1.66666666666667,4,1.33333333333333,1,"Male","ug","not_sure",28,1,"no",3,"white","south",0,"more12months",5
"1004",1024,1,1,1,2,2,2,1,5,5,5,2,4,4,4,4,2,4,4,4,4,4,2,50,2,2,2,1,2,1,1,1,1,4,1,1,1,4,1,1,3,50.5278048780488,3,3,0,5,18,1,1,12,5,0,1,2,2,100,1.42857142857143,4.16666666666667,3.33333333333333,4,1.5,1.5,"Female","pg","not_sure",34,0,"no",2,"other","south",0,"other",2
"1005",1025,2,2,2,2,2,2,2,1,1,1,1,2,1,5,2,1,6,6,4,5,6,2,1,1,3,1,2,1,2,2,2,3,4,4,1,1,4,1,4,1,50,1,2,5,3,33,1,1,11,4,1,5,2,3,0,2,1.16666666666667,2.66666666666667,5.4,1.83333333333333,2.5,"Female","ug","artificial",49,1,"no",4,"white","south",0,"more12months",2
"1006",1026,2,2,2,2,1,3,2,2,2,3,3,4,4,3,4,2,4,3,3,4,3,2,97,1,3,3,2,3,3,2,3,3,2,4,4,3,4,1,4,1,50.5278048780488,1,1,3,4,32,1,1,11,4,1,5,1,3,84,2,3,3,3.4,2.66666666666667,3.33333333333333,"Female","ug","natural",48,1,"yes",3,"white","south",1,"less6months",2
"1007",1027,2,1,1,1,1,1,1,4,5,4,2,4,4,1,4,4,4,5,3,5,5,5,100,2,2,1,2,2,1,1,3,3,3,1,1,1,2,1,1,1,50,3,1,4,3,19,1,1,11,5,0,5,2,3,90,1.14285714285714,3.83333333333333,3,4.4,1.5,1.16666666666667,"Female","pg","natural",35,0,"no",4,"white","south",1,"6to12months",5
"1008",1028,2,2,2,2,1,2,2,3,3,3,3,3,4,2,4,2,3,3,3,3,3,1,50,1,3,2,3,4,2,2,3,2,3,4,4,3,3,1,3,2,50,1,1,5,4,25,1,1,5,3,1,5,1,3,30,1.85714285714286,3.16666666666667,2.66666666666667,3,2.66666666666667,3,"Female","below_ug","natural",41,1,"yes",3,"white","north",1,"more12months",1
"1009",1029,1,1,2,3,4,4,1,5,5,4,3,4,4,3,4,2,3,5,3,2,5,3,70,1,3,2,1,4,1,1,1,3,4,1,3,1,4,1,2,1,31,1,1,5,4,9,2,1,12,5,1,5,2,3,90,2.28571428571429,4.16666666666667,3,3.6,2,2,"Male","pg","natural",25,1,"no",3,"white","south",1,"more12months",3
"1010",1030,1,1,1,1,1,1,1,4,4,4,4,3,4,2,4,2,5,5,5,5,5,5,98,2,2,2,1,2,1,1,3,4,4,3,3,2,2,1,3,2,54,1,1,0,4,42,1,1,11,5,1,5,1,3,74,1,3.83333333333333,2.66666666666667,5,1.5,2.33333333333333,"Female","pg","natural",58,1,"yes",3,"white","south",1,"other",5
"1011",1031,2,1,2,2,1,2,1,3,4,1,4,4,4,4,4,2,2,3,3,2,1,3,100,2,2,1,2,2,1,1,2,3,3,1,1,1,2,1,1,1,50,1,1,5,3,30,1,1,10,4,1,5,1,3,80,1.57142857142857,3.33333333333333,3.33333333333333,2.2,1.5,1.16666666666667,"Female","ug","natural",46,1,"yes",4,"white","south",1,"more12months",3
"1012",1032,4,4,4,4,1,4,1,5,5,5,4,3,5,5,4,4,3,3,1,3,1,3,60,1,4,2,4,1,4,1,1,1,3,1,1,1,1,1,1,1,35,3,2,5,3,23,2,1,12,4,1,5,2,1,22,3.14285714285714,4.5,4.33333333333333,2.2,2.66666666666667,1,"Male","ug","artificial",39,0,"no",4,"white","south",0,"more12months",3
